term,lang,count,files,examples
henne,sv,2,Amanda_TryFindLodge.eng.mtf,Min kompis Emma känner henne bättre | Jag tror du måste blanda ihop henne med någon annan
HERE,en,2,_DetectFactoryBreakIn.eng.mtf,I said WHAT ARE YOU DOING IN HERE?!! | I said WHAT ARE YOU DOING IN HERE?!!
hitta,sv,2,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Du måste hitta någonting som kan koppla upp sig mot andra saker | Vi gillar att hitta på bus
hjälp,sv,2,_DetectFactoryBreakIn.eng.mtf,"Eller alltså, jag hade lite hjälp av en person | Du fick väl hjälp av någon?"
Hold,en,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Hold up... what are you doing?!!! | Hold on, just gonna watch this"
Hon,sv,2,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,Hon verkar helt förstörd! | Hon har blivit lite hysterisk som du märker
hotell,sv,2,_OnThePhone.eng.mtf,Och hotell och så också | Väl i Dorisburg ska du ta in på ett hotell som heter...
How's,en,2,Amanda_PyjamasParty.eng.mtf;Araki_YouAreMemberNow.eng.mtf,How's it going? | How's the programming going?
hände,sv,2,Araki_AfterGhostVisit.eng.mtf,Har du pratat med Pixie efter det som hände med Ivan? | Vad tror du hände honom?
händer,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"Vi har kämpat här i flera år, och nu händer det här | Mycket som händer i världen"
HÄR,sv,2,_DetectFactoryBreakIn.eng.mtf,Jag sa VAD GÖR NI HÄR INNE?!! | Jag sa VAD GÖR DU HÄR INNE?!!
hålla,sv,2,Araki_AfterGhostVisit.eng.mtf,En stor del av mitt jobb är att hålla oss dolda från Ministeriet | De försöker hålla så mycket som möjligt av nätverket under kontroll
Hör,sv,2,_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,Hör ni inte vad jag säger! Sitt ner | Hör du?
I've,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,I've been affected by that when I stayed on the internet too long | I've got a mouth full of food
ifrån,sv,2,Amanda_ClubDotGig2.eng.mtf;_OnThePhone.eng.mtf,Var är du ifrån? | Min farfar är där ifrån!
ihåg,sv,2,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf,"OK, det ska jag komma ihåg | OK, det ska jag komma ihåg"
important,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,If you think he's important in some way? | Real important stuff
IN,en,2,_DetectFactoryBreakIn.eng.mtf,I said WHAT ARE YOU DOING IN HERE?!! | I said WHAT ARE YOU DOING IN HERE?!!
In,en,2,_OnThePhone.eng.mtf,In all honesty I don't know much about the city | In Dorisburg you'll be staying at a hotel called...
Inga,sv,2,_DetectFactoryBreakIn.eng.mtf,Inga obehöriga personer får vistas här! | Inga obehöriga personer får vistas här!
inget,sv,2,Araki_CasinoNightIsOver.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Du har inget som behöver göras här nere? | Gör inget motstånd
INNE,sv,2,_DetectFactoryBreakIn.eng.mtf,Jag sa VAD GÖR NI HÄR INNE?!! | Jag sa VAD GÖR DU HÄR INNE?!!
interest,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Let me know if you find anything of interest | But we have a position that no one else has shown any interest in
intresse,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Du får säga till om du hittar på något av intresse | Men vi har en ledig tjänst som ingen annan har visat intresse för
Isn,en,2,Albert_Ghosts.eng.mtf,Isn't it beautiful? | Isn't it fantastic?
Isn't,en,2,Albert_Ghosts.eng.mtf,Isn't it beautiful? | Isn't it fantastic?
it'll,en,2,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,I think it'll be really useful for exploring the internet | Yeah... it'll probably be good
Javisst,sv,2,Amanda_PyjamasParty.eng.mtf;_OnThePhone.eng.mtf,Javisst | Javisst
Just,sv,2,Araki_GamblingTonight.eng.mtf;_OnThePhone.eng.mtf,"Just det | Just det, jag glömde säga att vi har en säljare på plats i staden"
jämt,sv,2,Amanda_Arrival.eng.mtf;_OnThePhone.eng.mtf,Regnar ju jämt | Jag svarar ju jämt
Jörgen,en,2,_DetectFactoryBreakIn.eng.mtf,"Jörgen, make sure he gets out of here Jörgen， | Jörgen, make sure he gets out of here Jörgen，"
kalla,sv,2,Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,"Ren spaghettikod, fattar inte hur vissa personer kan kalla sig programmerare | Mm, fast kalla mig Sebbe helst"
keep,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf,"They try to keep as much of the network under control as possible | OK, I'll keep that in mind"
kind,en,2,AskAboutFloppyReader.eng.mtf;_OnThePhone.eng.mtf,But isn't that the kind of thing people have at home? | But this kind of opportunity doesn't come up too often!
Kinda,en,2,Amanda_Arrival.eng.mtf;Amanda_ClubDotGig2.eng.mtf,Kinda | Kinda
klara,sv,2,Araki_YouAreMemberNow.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Du måste träna dig om du ska klara svåra situationer ute i fält | Är vi klara? Jag hittar ut själv
klarar,sv,2,Albert_Ghosts.eng.mtf;_CakeParty.eng.mtf,Vi klarar det inte | Nej jag klarar inte det här längre
Kleisli,en,2,Araki_AfterGhostVisit.eng.mtf,"Kleisli arrows, if that rings a bell? Kleisli | Kleisli arrows, if that rings a bell? Kleisli"
Kleislipilar,en,2,Araki_AfterGhostVisit.eng.mtf,"Kleislipilar, if that means anything to you? Kleislipilar， | Kleislipilar, if that means anything to you? Kleislipilar，"
knows,en,2,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf,My friend Emma knows her better than I do | I'm looking for someone who knows something about ghosts
kompisar,sv,2,_DetectFactoryBreakIn.eng.mtf,"Njae alltså, det är ett gäng kompisar liksom | Vi är några kompisar..."
kontakta,sv,2,_DetectFactoryBreakIn.eng.mtf,Ska jag kontakta polisen? | Jag vill kontakta min advokat
kontroll,sv,2,Araki_AfterGhostVisit.eng.mtf;_InExperimentHall.eng.mtf,De försöker hålla så mycket som möjligt av nätverket under kontroll | Allt är under kontroll
kul,sv,2,Araki_HackerTrial1.eng.mtf;_OnThePhone.eng.mtf,"Tack så mycket, det känns kul | Haha, kolla vad kul!"
kunna,sv,2,Araki_HackerTrial1.eng.mtf;_OnThePhone.eng.mtf,"Skulle du kunna hjälpa mig lite, jag har problem med intagningsprovet..? | Han kommer att kunna visa dig runt och hjälpa dig att komma igång med jobbet"
Känner,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Känner du Yulian? | Känner ni till den?
late,en,2,_AfterPyjamas.eng.mtf;_OnThePhone.eng.mtf,"Wow, it's pretty late now | It'll be departing early tomorrow morning from the harbor, don't be late!"
leaving,en,2,Amanda_PyjamasParty.eng.mtf;_CakeParty.eng.mtf,"I think I'll be leaving now | I'm leaving now, see you tomorrow, Pixie and Ivan and everyone"
Let's,en,2,_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Let's do that | Let's not, for now..."
Lite,sv,2,Araki_AfterGhostVisit.eng.mtf,Lite som vålnader... fast fyrkantiga | Lite genomskinliga nästan
Look,en,2,Amanda_AfterPyjamas.eng.mtf;_OnThePhone.eng.mtf,"Look I'm really stressed out right now, don't feel like talking | Haha, that's funny! Look at that!"
look,en,2,Araki_HackerTrial1.eng.mtf;_VisionaryDream.eng.mtf,"Thank you very much, I look forward to it | Have a look at this"
looking,en,2,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,What are we looking at? | I'm looking for someone who knows something about ghosts
looks,en,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Boss, looks like we had some visitors last night | I got a job, looks like it's in another city"
luck,en,2,Araki_GamblingTonight.eng.mtf;_CakeParty.eng.mtf,"Well, good luck in there | And good luck tomorrow, Ivan!"
lust,sv,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Du jag är riktigt stressad just nu, har inte riktigt lust att prata | Du jag är riktigt stressad just nu, har inte riktigt lust att prata"
lyckades,sv,2,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Zarah lyckades släpa in en soffa åt oss | Och hur lyckades du med det då?
lägga,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"Kunde inte lägga ner den, så jag är lite trött idag | Jag ska nog gå och lägga mig snart"
läsk,sv,2,Amanda_TryFindLodge.eng.mtf;_OnThePhone.eng.mtf,"Vill du köpa en burk läsk? | Försäljare av läsk, tre månaders provanställning"
made,en,2,_ManHunt.eng.mtf;_OnThePhone.eng.mtf,"You have made enough of a mess here | But I made him sign, in the end"
mamma,sv,2,_OnThePhone.eng.mtf,Det är lugnt mamma | Jag kan ta det mamma
many,en,2,Araki_AfterGhostVisit.eng.mtf,"With many connections, you can reach many other places | With many connections, you can reach many other places"
mat,sv,2,_OnThePhone.eng.mtf,Jag har mat i munnen | Ingår mat?
means,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"Kleislipilar, if that means anything to you? Kleislipilar， | But by all means, go ahead"
Med,sv,2,Araki_AfterGhostVisit.eng.mtf,Med olika färger | Med många kopplingar kan du nå många andra platser
min,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Jag vill kontakta min advokat | Vad är det min son?
Monad,en,2,_DetectFactoryBreakIn.eng.mtf,Monad warned me that something just like this might happen Monad | Monad warned me that something just like this might happen Monad
mood,en,2,Amanda_Arrival.eng.mtf;Amanda_CanSellSoda.eng.mtf,"Hey, I'm really stressed out right now, not really in the mood to talk | No thanks, I'm not in the mood"
must,en,2,Amanda_TryFindLodge.eng.mtf;_InExperimentHall.eng.mtf,I think you must have her mixed up with someone else | I must ask you take a seat in one of the spectator chairs now
många,sv,2,Araki_AfterGhostVisit.eng.mtf,Med många kopplingar kan du nå många andra platser | Med många kopplingar kan du nå många andra platser
möjligt,sv,2,Amanda_TryFindLodge.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Ja, det är mycket möjligt | De försöker hålla så mycket som möjligt av nätverket under kontroll"
Nah,en,2,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,"Nah, not really | Nah, I don't know"
natten,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Chefen, vi verkar ha fått besök under natten | Får jag tänka på saken över natten"
nej,sv,2,Amanda_ClubDotGig1.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Eh nej | Nej, nej"
nere,sv,2,Araki_CasinoNightIsOver.eng.mtf;_CakeParty.eng.mtf,Du har inget som behöver göras här nere? | Pixie är lite nere
Never,en,2,Amanda_ClubDotGig1.eng.mtf;_OnThePhone.eng.mtf,Never mind | Never heard the name
new,en,2,Albert_Ghosts.eng.mtf;_OnThePhone.eng.mtf,"But the new one is really annoying | Bye, hope you like your new job"
Ni,sv,2,_CakeParty.eng.mtf;_OnThePhone.eng.mtf,Ni får gå hem allihopa | Ni pratar inte med varandra
nästan,sv,2,Araki_AfterGhostVisit.eng.mtf,Lite genomskinliga nästan | Ja nästan allting
Någon,sv,2,Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,Någon jävel som skrivit ett system helt utan funktioner | Någon som ringt fel typ
obehöriga,sv,2,_DetectFactoryBreakIn.eng.mtf,Inga obehöriga personer får vistas här! | Inga obehöriga personer får vistas här!
often,en,2,Amanda_ClubDotGig2.eng.mtf;_OnThePhone.eng.mtf,You come here often? | But this kind of opportunity doesn't come up too often!
ok,sv,2,Amanda_Arrival.eng.mtf;Amanda_TryFindLodge.eng.mtf,Eh... ok? | Ok ok
Okay,en,2,Amanda_CanSellSoda.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Okay, what do you want then? | Okay, I'll remember that"
Om,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Om du nu tror att han är viktig på något sätt? | Om du inte har några fler frågor så tycker jag att vi avslutar mötet här
område,sv,2,_DetectFactoryBreakIn.eng.mtf,Det här är avspärrat område | Det här är avspärrat område
once,en,2,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"I wish I could take it all in at once | But they can't monitor everything at once, fortunately"
online,en,2,Araki_CasinoNightIsOver.eng.mtf,I do a lot of work on our outposts online | Check them out when you're exploring online
orkar,sv,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Sorry, jag orkar inte prata mer | Sorry, jag orkar inte prata mer"
pappa,sv,2,_OnThePhone.eng.mtf,Kan du skicka tårtkniven pappa? | Ska du och pappa skilja er?
part,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,A big part of my job is keeping us hidden from the Ministry | We hope you'll enjoy being part of the Wellspring family
party,en,2,Amanda_ClubDotGig2.eng.mtf,"Do you remember me from the party? | Nice party going on here, as per usual"
Perhaps,en,2,Amanda_TryFindLodge.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Perhaps this is a weird question, but do you know anyone named Pixie? | Perhaps some others, I'm not really sure"
Petra,sv,2,_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Möt mig och Petra i Ministeriets lobby imorgon på morgonen så kan vi gå tillsamm | Petra
Petra,en,2,_CakeParty.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Meet me and Petra in the Ministry lobby tomorrow morning and we'll go in togethe | Petra
place,en,2,Amanda_PyjamasParty.eng.mtf;_OnThePhone.eng.mtf,"His place is really close by, between the café and the park | The place is called Dorisburg"
police,en,2,_DetectFactoryBreakIn.eng.mtf,Should I contact the police? | There's no reason for either of us to involve the police
polisen,sv,2,_DetectFactoryBreakIn.eng.mtf,Ska jag kontakta polisen? | Varken du eller jag är intresserad av att blanda in polisen i det här
practice,en,2,Araki_YouAreMemberNow.eng.mtf,You have to practice a lot if you're gonna cope with tricky situations out in th | What should I practice?
problem,sv,2,Araki_HackerTrial1.eng.mtf;Araki_YouAreMemberNow.eng.mtf,"Skulle du kunna hjälpa mig lite, jag har problem med intagningsprovet..? | Lös varje problem som du träffar på"
problem,en,2,Araki_YouAreMemberNow.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"Solve every problem you come across | Yeah, but that wasn't a problem"
proper,en,2,_OnThePhone.eng.mtf,Yes... as you probably know you lack any proper qualifications | You better get some proper sleep then
questions,en,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"But first I'd like you to answer a few questions | Unless you have any more questions, I think we can end our little conversation h"
rather,en,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,I'd rather not... | I'd rather you didn't
reach,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"With many connections, you can reach many other places | I can't reach it"
Real,en,2,_OnThePhone.eng.mtf,"Real soon, I gotta catch a ship tomorrow morning | Real important stuff"
Really,en,2,_DetectFactoryBreakIn.eng.mtf,"Really? | Really, tell me more?"
reason,en,2,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Which is the main reason we don't know more about their organization | There's no reason for either of us to involve the police
remember,en,2,Amanda_ClubDotGig2.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Do you remember me from the party? | Okay, I'll remember that"
restricted,en,2,_DetectFactoryBreakIn.eng.mtf,This is a restricted area | This is a restricted area
ringer,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Det ringer ingen klocka | Det är väl aldrig någon som ringer dig?
room,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,There's something in my room | I'll go do some homework in my room
rum,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Det var någonting på mitt rum | Jag ska gå och göra lite läxor på mitt rum
rätt,sv,2,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,"Fast han höll sig rätt lugn igår ändå | Oj, det låter ju ändå rätt bra"
saken,sv,2,_OnThePhone.eng.mtf,Men till saken... är ni intresserad av det här erbjudandet? | Får jag tänka på saken över natten
salesman,en,2,_OnThePhone.eng.mtf,"Soda salesman, three months probationary employment | Oh yes, I forgot to mention that we have a salesman on-site in the city"
samma,sv,2,Albert_Ghosts.eng.mtf;Amanda_ClubDotGig1.eng.mtf,Jag önskar att jag kunde ta in allt på samma gång | Strunt samma
sant,sv,2,_DetectFactoryBreakIn.eng.mtf,"Inte sant? | Bättre att vi drar ett streck över allting, inte sant?"
says,en,2,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Yulian says it's their fault Yulian | Yulian says he sometimes can't get out of the internet
screams,en,2,Albert_Ghosts.eng.mtf,He screams | And he screams so much
se,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Du kanske kan snoka runt där och se om du hittar något | Vi vill gärna se att du åker redan imorgon
segt,sv,2,Amanda_ClubDotGig2.eng.mtf;Amanda_PyjamasParty.eng.mtf,"Nej det kanske är lite segt | OK, segt"
senare,sv,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"Kan vi ta det lite senare, är du snäll? | Den där ska jag ha senare!"
ser,sv,2,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Vad är det vi ser härifrån? | Så jag ser till att våra datorer inte drar någon uppmärksamhet till sig
She,en,2,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,"She seems completely broken! | She's a tad hysterical, as you can tell"
should,en,2,Araki_YouAreMemberNow.eng.mtf;_OnThePhone.eng.mtf,What should I practice? | I thought we should sing for you first
Sigh,en,2,_OnThePhone.eng.mtf,Sigh... I ALWAYS answer the phone around here | Sigh...
sit,en,2,_InExperimentHall.eng.mtf,"We'll be starting momentarily, please sit down | Sir, you need to sit down immediately"
Självklart,sv,2,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,Självklart måste vi göra någonting | Självklart
skulle,sv,2,Araki_AfterGhostVisit.eng.mtf;Araki_GamblingTonight.eng.mtf,Läste en grym bok om funktionell komposition i går när jag skulle sova | Pixie sa att du skulle med till Casinot?
slow,en,2,Amanda_ClubDotGig2.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Well, maybe it's a bit slow | My mind is slow"
snyft,sv,2,_CakeParty.eng.mtf;_InExperimentHall.eng.mtf,*snyft* | *snyft*
So,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_HackerTrial1.eng.mtf,So I make sure our computers don't draw any attention to themselves | So you work here...?
Soda,en,2,Amanda_CanSellSoda.eng.mtf;_OnThePhone.eng.mtf,"I'm from Wellspring Soda | Soda salesman, three months probationary employment"
son,sv,2,_OnThePhone.eng.mtf,Min son | Vad är det min son?
Sorry,sv,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Sorry, jag orkar inte prata mer | Sorry, jag orkar inte prata mer"
Sorry,en,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Sorry, don't have the energy to talk | Sorry, I don't feel like talking anymore"
Sounds,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,Sounds exciting | Sounds good to me
sover,sv,2,Albert_Ghosts.eng.mtf;_OnThePhone.eng.mtf,Fast vi sover i och för sig aldrig här... | Bäst att du sover ordentligt då
stan,sv,2,Amanda_Arrival.eng.mtf;Amanda_PyjamasParty.eng.mtf,Ny i stan? | Fräckast i stan
staying,en,2,_OnThePhone.eng.mtf,In Dorisburg you'll be staying at a hotel called... | The hotel you'll be staying at is called the DEVOTCHKA
Stefan,sv,2,_DetectFactoryBreakIn.eng.mtf,Stefan | Och vem är den här Stefan?
Stefan,en,2,_DetectFactoryBreakIn.eng.mtf,Stefan | And who's this Stefan?
stop,en,2,Amanda_TryFindLodge.eng.mtf;_ManHunt.eng.mtf,"Please stop bothering me | No, you're the one who has to stop"
stressad,sv,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Du jag är riktigt stressad just nu, har inte riktigt lust att prata | Du jag är riktigt stressad just nu, har inte riktigt lust att prata"
stressed,en,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Look I'm really stressed out right now, don't feel like talking | Hey, I'm really stressed out right now, not really in the mood to talk"
stuff,en,2,Araki_AfterGhostVisit.eng.mtf;_OnThePhone.eng.mtf,"Oh, so you've started learning about that stuff? | Real important stuff"
ställt,sv,2,Araki_AfterGhostVisit.eng.mtf;_ManHunt.eng.mtf,Det är ju jävlarna på ministeriet som ställt till med allt det här | Du har ställt till med tillräcklig oreda här nu
står,sv,2,_OnThePhone.eng.mtf,"Du måste resa en bit, vi står för kostnaden såklart | Hmm... Devotchka står det här"
Suck,sv,2,_OnThePhone.eng.mtf,"Suck, jag svarar ju ALLTID i det här hemmet | Suck..."
Sure,en,2,Amanda_PyjamasParty.eng.mtf;_OnThePhone.eng.mtf,Sure | Sure
svåra,sv,2,Araki_YouAreMemberNow.eng.mtf,Många svåra buggar idag | Du måste träna dig om du ska klara svåra situationer ute i fält
system,sv,2,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf,Ministeriet har extremt hög säkerhet kring de delar av internet som leder in i d | Någon jävel som skrivit ett system helt utan funktioner
sätta,sv,2,_InExperimentHall.eng.mtf,"Jag måste be dig att sätta dig i en av åskadarstolarna nu | Min herre, ni måste sätta er ner omedelbart"
sådant,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,Det var precis något sådant här som Monad varnade mig för | Och då sa han att han inte kunde gå med på ett sådant avtal!
talking,en,2,Amanda_AfterPyjamas.eng.mtf;Amanda_Arrival.eng.mtf,"Look I'm really stressed out right now, don't feel like talking | Sorry, I don't feel like talking anymore"
That's,en,2,Araki_CasinoNightIsOver.eng.mtf;_OnThePhone.eng.mtf,That's good | That's wonderful
themselves,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_YouAreMemberNow.eng.mtf,"So I make sure our computers don't draw any attention to themselves | Pure spaghetti code, I don't understand how these people can call themselves pro"
This,en,2,_DetectFactoryBreakIn.eng.mtf,This is a restricted area | This is a restricted area
tid,sv,2,Amanda_TryFindLodge.eng.mtf;_OnThePhone.eng.mtf,"Gullet, jag har inte tid mer nu | Den går imorgon bitti från hamnen, var där i god tid!"
tillgänglig,sv,2,Araki_CasinoNightIsOver.eng.mtf;AskAboutFloppyReader.eng.mtf,Den finns tillgänglig på de flesta datorer | Men den är inte tillgänglig för våra gäster
tur,sv,2,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,"Det var tur, det finns så dåligt med sittplatser | Men de kan inte övervaka allting samtidigt, som tur är"
Typ,sv,2,Amanda_Arrival.eng.mtf;_OnThePhone.eng.mtf,Typ | Öhh... Typ Dorisburg..?
typ,sv,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"Vi ger varandra utmaningar, typ att bryta sig in så här | Någon som ringt fel typ"
unauthorized,en,2,_DetectFactoryBreakIn.eng.mtf,No unauthorized people allowed! | No unauthorized people allowed!
used,en,2,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Why can't things just go back to the way they used to be? | Did you know Albert who used to work here?
usually,en,2,Araki_AfterGhostVisit.eng.mtf,"It usually helps to take it easy afterwards, then it passes | What do you usually do on the internet?"
utforska,sv,2,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Jag tror jag måste försöka utforska internet | Tror att det kan bli riktigt användbart för att utforska internet
uträttat,sv,2,_OnThePhone.eng.mtf,Sebastian vill bara höra vad hans far har uträttat idag | Jag försöker ju bara få er att förstå vilken bedrift jag uträttat idag!
vackert,sv,2,Albert_Ghosts.eng.mtf,Visst är det vackert? | Det är vackert
VAD,sv,2,_DetectFactoryBreakIn.eng.mtf,Jag sa VAD GÖR NI HÄR INNE?!! | Jag sa VAD GÖR DU HÄR INNE?!!
Varken,sv,2,Albert_Ghosts.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Varken Zarah eller jag kunde ju sova | Varken du eller jag är intresserad av att blanda in polisen i det här
Vart,sv,2,_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,Vart tog han vägen?! | Vart ska du?!
very,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_HackerTrial1.eng.mtf,"You seem very calm? | Thank you very much, I look forward to it"
Vet,sv,2,Amanda_PyjamasParty.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Vet du var Felix bor? | Vet inte riktigt
Vilket,sv,2,Albert_Ghosts.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Vilket? | Vilket är den största anledningen till att vi inte vet mer om deras organisation
Vill,sv,2,Amanda_PyjamasParty.eng.mtf;Amanda_TryFindLodge.eng.mtf,Vill du ha mer öl? | Vill du köpa en burk läsk?
ville,sv,2,Albert_Ghosts.eng.mtf;_OnThePhone.eng.mtf,Jag önskar att fler ville komma hit | De ville ha mig!
Visst,sv,2,Albert_Ghosts.eng.mtf,Visst är det vackert? | Visst är det fantastiskt
vistas,sv,2,_DetectFactoryBreakIn.eng.mtf,Inga obehöriga personer får vistas här! | Inga obehöriga personer får vistas här!
vänta,sv,2,_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,"Men, vänta!! | Men vänta..."
Wait,en,2,Amanda_PyjamasParty.eng.mtf;_OnThePhone.eng.mtf,Wait here and I'll get you one | Wait...
wait,en,2,_InExperimentHall.eng.mtf;_OnThePhone.eng.mtf,But wait!! | But wait...
wanna,en,2,_DetectFactoryBreakIn.eng.mtf,I wanna talk to my lawyer | Anything else you wanna know?
wanted,en,2,Amanda_CanSellSoda.eng.mtf;_OnThePhone.eng.mtf,"Just wanted to say hi | They wanted me, real bad!"
wasn't,en,2,Araki_AfterGhostVisit.eng.mtf;_DetectFactoryBreakIn.eng.mtf,"But it wasn't good | Yeah, but that wasn't a problem"
watch,en,2,_OnThePhone.eng.mtf,"OK guys, I'm gonna watch some TV | Hold on, just gonna watch this"
way,en,2,Amanda_Arrival.eng.mtf;Araki_AfterGhostVisit.eng.mtf,Why can't things just go back to the way they used to be? | If you think he's important in some way?
We've,en,2,Araki_AfterGhostVisit.eng.mtf;_CakeParty.eng.mtf,"We've been fighting here for years, and now this happens | We've been over this a thousand times by now, you know exactly how dangerous it "
well,en,2,Amanda_PyjamasParty.eng.mtf;Araki_YouAreMemberNow.eng.mtf,Not feeling well | It's going well
Who's,en,2,Amanda_ClubDotGig1.eng.mtf;_DetectFactoryBreakIn.eng.mtf,Who's that? | Who's that?
Why,en,2,Amanda_Arrival.eng.mtf;Amanda_TryFindLodge.eng.mtf,Why can't things just go back to the way they used to be? | Why?
With,en,2,Araki_AfterGhostVisit.eng.mtf,"With different colors | With many connections, you can reach many other places"
yeah,en,2,_DetectFactoryBreakIn.eng.mtf;_OnThePhone.eng.mtf,"The boss? Heck yeah, he's cool | Oh yeah..."
yesterday,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,Read an awesome book about functional composition yesterday before going to slee | But he kept pretty calm yesterday
Yo,sv,2,Amanda_PyjamasParty.eng.mtf,Yo | Yo?
YOU,en,2,_DetectFactoryBreakIn.eng.mtf,I said WHAT ARE YOU DOING IN HERE?!! | I said WHAT ARE YOU DOING IN HERE?!!
you've,en,2,Araki_AfterGhostVisit.eng.mtf;Araki_CasinoNightIsOver.eng.mtf,"Oh, so you've started learning about that stuff? | Yeah, you've never been on the internet?!"
