term,lang,count,files,examples
imorgon,sv,4,Bernd_Arrival.eng.mtf;DancingBeauty.eng.mtf,Kan vi prata imorgon? | Måste jobba imorgon | ...men du! Vi ska på en spelning imorgon. Du kanske vill hänga med?
inga,sv,4,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"Det finns inga finare? | Du har inga tips, du jobbar ju lite i samma branch typ? | Vi har inga extranycklar, du får sova på soffan"
Ingen,sv,4,Bouncer_AfterStalking.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"Ingen, jag bara undrade | Ingen aning | Ingen aning"
interested,en,4,Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bob_CanSellSoda.eng.mtf;Bower_CanSellSoda.eng.mtf,"No, I was just wondering if YOU are interested in buying a can of refreshing sod | Would you be interested in buying a soda from me? | Would you be interested in buying a can of soda?"
jobba,sv,4,Bernd_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;DancingBeauty.eng.mtf,"Jag är läskförsäljare men har inte börjat jobba än | Äsch, jag gillar inte att jobba ändå | Men det är lugnt, jag gillar inte att jobba ändå"
Jobbar,sv,4,Bob_WellspringContact.eng.mtf;Bouncer_AfterStalking.eng.mtf;Bower_AfterStalking.eng.mtf,Jobbar du inte? | Jobbar du inte?! | Jobbar du för ministeriet?
jobbigt,sv,4,Babcia_AfterGhostVisit.eng.mtf;Babcia_AfterStalking.eng.mtf;Bob_WellspringContact.eng.mtf;Dorian_Arrival.eng.mtf,"Jaha, jobbigt | Låter jobbigt | Vad jobbigt!"
Killian,sv,4,CasinoGuard1_Arrival.eng.mtf;CasinoGuard1_CasinoNightIsOver.eng.mtf,God kväll och välkommen till Killian Casino! | God kväll och välkommen till Killian Casino! | God kväll och välkommen till Killian Casino!
Killian,en,4,CasinoGuard1_Arrival.eng.mtf;CasinoGuard1_CasinoNightIsOver.eng.mtf,Good evening and welcome to the Killian Casino! | Good evening and welcome to the Killian Casino! | Good evening and welcome to the Killian Casino!
Kinda,en,4,Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"Kinda | Kinda | Kinda, but I'm working as a salesman to afford paint and canvases and stuff"
kom,sv,4,DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Ja, jag kom hit idag | Ja, jag kom hit i går | Ja, jag kom hit för några dagar sedan"
kul,sv,4,Bob_ClubDotGig1.eng.mtf;Bouncer_Arrival.eng.mtf;Bower_GamblingTonight.eng.mtf;DancingBeauty.eng.mtf,"Ja, det ska verkligen bli kul! | Är det ett kul jobb det här? | Har du kul?"
kunna,sv,4,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,"Så, nu kan du gå upp till ditt rum så borde du kunna komma in där | Du vet inte vad jag skulle kunna göra för att kunna sälja bättre? | Du vet inte vad jag skulle kunna göra för att kunna sälja bättre?"
Like,en,4,Bouncer_YouAreMemberNow.eng.mtf;CasinoBartender_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Like something's about to go wrong | Like I said, your credit card... | Like lots of booze"
lock,en,4,Babcia_AfterGhostVisit.eng.mtf,"You lock the doors here at night, right? | Would you kindly lock them, please? | Is the lock broken?"
läget,sv,4,Bob_Arrival.eng.mtf;Bob_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf,"Inte mycket... tänkte bara kolla läget | Yo, hur är läget? | Hur är läget egentligen?"
lämna,sv,4,BreakInPetra.eng.mtf;CasinoBartender_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf,"Var snäll och lämna mig i fred nu, jag bor faktiskt här | Då får jag be er att lämna tillbaka drinken | Var god lämna trappan fri"
matsalen,sv,4,Babcia_Arrival.eng.mtf;Babcia_FirstDay.eng.mtf,Gå genom matsalen för att komma till det | Gå genom matsalen för att komma till det | Gå förbi den stora trappan här och ta sedan vänster inne i matsalen
mayor,en,4,CityHallGuard_Arrival.eng.mtf,The mayor? | The mayor runs the city from here | Where's the mayor right now?
Min,sv,4,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf,"Min sprit den dricker jag bara på mitt rum | Min herre | Min vän Sebastian, hur står det till?"
moment,en,4,Babcia_DoorProblems.eng.mtf;Babcia_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"It happens, the building is experiencing some technical issues at the moment | There was a man here a moment ago. He was looking for you | You won't have a dull moment here, I can promise you that!"
myself,en,4,Babcia_DoorFixed.eng.mtf;Bernd_FirstDay.eng.mtf;Bower_GamblingTonight.eng.mtf;Dorian_AfterStalking.eng.mtf,"I seem to have locked myself out of my room... | Trying to find myself, kinda | Sure, I'm enjoying myself"
namn,sv,4,Babcia_Arrival.eng.mtf;Bernd_FirstDay.eng.mtf;CasinoBartender_Arrival.eng.mtf;DancingBeauty.eng.mtf,Fint namn! Är det ryskt? | Ditt namn var Sebastian? | Margherita... vilket vackert namn på en drink
natt,sv,4,Bernd_FirstDay.eng.mtf;Bouncer_Arrival.eng.mtf,"God natt | God natt! | God natt, god natt"
nothing,en,4,Babcia_AfterGhostVisit.eng.mtf;Babcia_TryFindLodge.eng.mtf;Bouncer_AfterStalking.eng.mtf,"Never mind, nothing | Never mind, nothing | Nah, never mind, nothing"
Några,sv,4,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,Några problem?! | Några frågor? | Några problem?
One,en,4,Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;CasinoBartender_Arrival.eng.mtf;Chuck_Arrival.eng.mtf,Hold your horses! One second | One sec | One sec
orolig,sv,4,Babcia_DoorProblems.eng.mtf;Dorian_CakeParty.eng.mtf,Jag blev väldigt orolig... | Pixie verkar väldigt orolig | Men Pixie verkar väldigt orolig
outside,en,4,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;CityHallGuard_Arrival.eng.mtf,"At the end of the hallway outside your room | In the Burrows, over the bridge right outside | It's called Ponty, they have a big pink sign outside"
own,en,4,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_TryFindLodge.eng.mtf,Some weirdo in love with the sound of his own voice | I own a hotel | Mind your own business and I'll mind mine
person,en,4,Babcia_Arrival.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"I'm not the right person to ask, though | There's both outer and inner beauty to a person | Say there's this very beautiful person... who's very mean"
Right,en,4,Bouncer_Arrival.eng.mtf;CasinoBartender_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf,"Right, no, then I don't know | Right, let's see where I put my card... | Right, too bad"
same,en,4,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bob_WellspringContact.eng.mtf,"I guess people drink at the local bars, same as they've always been | You don't happen to have any advice? We're kinda in the same business after all | Yeah... OK, maybe it's not exactly the same"
sekund,sv,4,Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;CasinoBartender_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf,Lugn i stormen! En sekund | En sekund | En sekund
sen,sv,4,Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;Babcia_DoorProblems.eng.mtf,"Det är mycket nu, jag tar det sen | Men sen får du ta det försiktigt med den där dörren | Jag ringer en låssmed sen som får komma och ordna med det där"
senare,sv,4,Babcia_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;Chuck_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,"Kom tillbaka senare | Ursäkta men jag försöker softa lite här, kan vi snacka senare? | Kom tillbaka senare ikväll när det är lite folk här!"
sir,en,4,Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Bower_Arrival.eng.mtf,"My dear sir | It's going perfectly fine, sir | Calm down, sir!"
själv,sv,4,Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;CityHallGuard_Arrival.eng.mtf,"Nej, jag vill ha den själv! | Försöker hitta mig själv typ | Jo det det är rätt så bra, själv?"
sleeping,en,4,Babcia_AfterGhostVisit.eng.mtf;Babcia_FirstDay.eng.mtf;Babcia_Ghosts.eng.mtf,"I suspect that someone broke into my room while I was sleeping | Yes, we can't have guests sleeping on the floor | Have you been sleeping OK?"
snart,sv,4,Bernd_Arrival.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Jag måste gå och sova snart | Äh det är OK, jag måste faktiskt gå hem snart ändå | Å tack men jag ska snart gå hem faktiskt"
sorry,en,4,Babcia_AfterStalking.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Bower_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf,"Eh, sorry, didn't mean to bother you | Can't tell you, sorry | Uhm... no, sorry for bothering you"
sounds,en,4,Bob_WellspringContact.eng.mtf;CasinoBartender_Arrival.eng.mtf;DancingBeauty.eng.mtf,"OK, that sounds promising! | Long Island sounds good | I'd love to, sounds like fun"
Stop,en,4,Babcia_CanSellSoda.eng.mtf;Bower_AfterStalking.eng.mtf;CasinoGuard2_Arrival.eng.mtf,"Stop asking me | Stop snooping around, kid | Stop bothering me"
står,sv,4,Babcia_CanSellSoda.eng.mtf;Babcia_DoorProblems.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf,"Det står några blomkrukor uppe i mitt rum har jag sett... | Det står ett badkar där inne och det är inte så mysigt direkt... | Min vän Sebastian, hur står det till?"
stör,sv,4,Babcia_DoorProblems.eng.mtf;Bower_AfterStalking.eng.mtf;Bower_CanSellSoda.eng.mtf;Dorian_CakeParty.eng.mtf,"Ursäkta att jag stör men mitt rum ser ut typ som ett badrum | Sluta stör mig | Nej, stör mig inte"
störa,sv,4,Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,"Var det något viktigt eller ville du bara störa en hårt arbetande kvinna? | Jaha, ok jag ska inte störa | Ursäkta, det var inte meningen att störa"
sugen,sv,4,Bernd_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf;CasinoBartender_Arrival.eng.mtf,"Då får det vara, jag är inte sugen på läsk | Jag är inte sugen på läsk idag | Jag är lite sugen på en Bloody Mary"
såklart,sv,4,Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;DancingBeauty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,Jag sätter upp det på hotellräkningen såklart | Fåglarna då såklart | Och Ivan också såklart
talking,en,4,Babcia_AfterStalking.eng.mtf;Bernd_FirstDay.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_CakeParty.eng.mtf,"He's always talking about how dangerous the Ministry is | Sebastian, it was really nice talking to you Sebastian， | I don't really feel like talking about it"
thank,en,4,Babcia_AfterGhostVisit.eng.mtf;Babcia_FirstDay.eng.mtf;CasinoGuard1_CasinoNightIsOver.eng.mtf;DancingBeauty.eng.mtf,"I see, thank you | A 'thank you' would be in order | Thank you, thank you!"
tillbaka,sv,4,Babcia_CanSellSoda.eng.mtf;CasinoBartender_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf,Kom tillbaka senare | Då får jag be er att lämna tillbaka drinken | Välkommen tillbaka en annan dag
tips,sv,4,Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,"Du har inga tips, du jobbar ju lite i samma branch typ? | Men mitt bästa tips till dig är att du skaffar dig lite mer stil och klass | Några tips på vad man ska kolla på här i stan?"
Tja,sv,4,Bob_TryFindLodge.eng.mtf;Bouncer_Arrival.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf,Tja drömmarn! | Tja | Tja
today,en,4,Bernd_FirstDay.eng.mtf;Bob_TryFindLodge.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,"Lovely weather today | I don't feel like soda today | Yes, I got here today"
Trevligt,sv,4,Bob_WellspringContact.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Bower_GamblingTonight.eng.mtf;DancingBeauty.eng.mtf,"Trevligt, ha det gött! | Trevligt att höra | Trevligt ställe!"
tänka,sv,4,Bob_TryFindLodge.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Dorian_AfterStalking.eng.mtf;Dorian_CakeParty.eng.mtf,"Jag kan inte sluta tänka på henne | Kan tänka mig det | Ursäkta, jag måste tänka på min dikt nu"
Tänkte,sv,4,Babcia_TryFindLodge.eng.mtf;Bob_WellspringContact.eng.mtf;CasinoGuard1_CasinoNightIsOver.eng.mtf,Tänkte väl det | Tänkte gå och fika på Café Ponty | Tänkte bara säga hej
ville,sv,4,Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf,"Ja det var det jag trodde, ville bara dubbelkolla | Var det något viktigt eller ville du bara störa en hårt arbetande kvinna? | Vad var det han ville?"
vis,sv,4,Babcia_FirstDay.eng.mtf;Bob_TryFindLodge.eng.mtf;Bouncer_AfterStalking.eng.mtf,"På så vis | På så vis | Hehe, på så vis"
väder,sv,4,Bernd_FirstDay.eng.mtf,"Vackert väder idag | Jag älskar alla väder | Ja, alla väder"
våra,sv,4,Babcia_AfterGhostVisit.eng.mtf;Babcia_Arrival.eng.mtf;CasinoGuard2_Arrival.eng.mtf,"Nej, våra gäster kan komma när som helst | Vi lämnar inte ut namnet på våra gäster | Jag har inte mycket till övers för de gäster som bryter mot våra regler här på h"
wait,en,4,Babcia_Arrival.eng.mtf;Babcia_DoorProblems.eng.mtf;Chuck_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,"Or wait... now I can't find it again | You can wait down here if you wish | No, wait, what?"
Wanna,en,4,Bouncer_AfterStalking.eng.mtf;Chuck_Arrival.eng.mtf;DancingBeauty.eng.mtf,Wanna buy a soda? | Wanna go smash some cans? | ...but hey! We're going to see a show tomorrow. Wanna come along? ……
Want,en,4,Bob_CanSellSoda.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bouncer_Arrival.eng.mtf,Want more soda? | Want a beer by the way? | Want a soda?
weather,en,4,Bernd_FirstDay.eng.mtf,"Lovely weather today | I love all weather | Yes, all kinds of weather"
won't,en,4,Bernd_CanSellSoda.eng.mtf;Bob_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,"Oh, I won't bother you then | Sorry, I won't bother you | You won't have a dull moment here, I can promise you that!"
working,en,4,Bernd_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf;DancingBeauty.eng.mtf,"I'm a soda salesman, but I haven't started working yet | Nah, I don't like working much anyway | But it's cool, I don't like working much anyway"
Även,sv,4,Bernd_FirstDay.eng.mtf,Även snö? | Även orkan? | Även torka?
advice,en,3,Babcia_CanSellSoda.eng.mtf,"You don't happen to have any advice? We're kinda in the same business after all | But my best advice for you is to get a bit more style and class | That's my advice to you, young man"
afraid,en,3,Bernd_CanSellSoda.eng.mtf;Bouncer_Arrival.eng.mtf;Bower_CanSellSoda.eng.mtf,"No, I'm afraid not | No, I'm afraid not | No, I'm afraid not"
ago,en,3,Babcia_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf,"There was a man here a moment ago. He was looking for you | Oh, you were here just a moment ago | I arrived a few days ago"
aldrig,sv,3,Babcia_AfterGhostVisit.eng.mtf;Bernd_FirstDay.eng.mtf;DancingBeauty.eng.mtf,"Nej, aldrig | Nej, aldrig | Jag tror att jag typ aldrig har sett dig!"
allt,sv,3,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf,"Det är allt jag kan säga dig | Jag trodde allt var betalat av mitt företag? | Nej allt är glasklart, jag går till mitt rum nu"
along,en,3,Bernd_CanSellSoda.eng.mtf;Bob_WellspringContact.eng.mtf;DancingBeauty.eng.mtf,"How's the photography coming along? | I'm headed there now, you can tag along | ...but hey! We're going to see a show tomorrow. Wanna come along? ……"
already,en,3,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf,"A couple of days in Dorisburg and you already sound like Yulian | No, I told you already! | Yeah, I've already tried that..."
answer,en,3,Dorian_AfterStalking.eng.mtf;Dorian_Arrival.eng.mtf;Dorian_CakeParty.eng.mtf,"The answer is in your heart, the battle is not yet lost | The answer is a deeply terrified yes | What does the answer even mean?"
Anything,en,3,Babcia_AfterStalking.eng.mtf;Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,Anything else? | Anything else? | Anything you think I should check out while I'm in the city?
aren't,en,3,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;Bouncer_Arrival.eng.mtf,"There aren't any nicer ones than that? | You're a carefree sort, aren't you | Minors aren't allowed inside"
around,sv,3,Chuck_Arrival.eng.mtf,Cya around | Cya around | Cya around
bar,en,3,Babcia_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf,"Or the bar downtown, should be packed with thirsty people??! | And the biggest and best bar in all of Dorisburg | I work at the bar"
Bar,sv,3,Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Jag jobbar på Bar Yvonne ibland | Ey, ska du till Bar Yvonne? | Vi ses här på Bar Yvonne vid 18-tiden typ då"
Bar,en,3,Bouncer_Arrival.eng.mtf;DancingBeauty.eng.mtf,"I work Bar Yvonne some times | 'Ey, you going to Bar Yvonne? | We'll meet up here at Bar Yvonne around 18:00, then"
bars,en,3,Babcia_Arrival.eng.mtf,"I guess people drink at the local bars, same as they've always been | Where are the bars? | Know of any good bars?"
beautiful,en,3,Bernd_CanSellSoda.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,"I don't know exactly what kind it is but it's really beautiful | Say there's this very beautiful person... who's very mean | Those are the people we find the most beautiful, wouldn't you say?"
beauty,en,3,Dorian_YouAreMemberNow.eng.mtf,Have you thought about how the beauty of a computer program is very much like th | There's both outer and inner beauty to a person | Of inner and outer beauty
bridge,en,3,Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"In the Burrows, over the bridge right outside | Start by walking though the Burrows, it's just right across the bridge here | Not to mention the view from the bridge"
building,en,3,Babcia_DoorProblems.eng.mtf;CityHallGuard_Arrival.eng.mtf,"It happens, the building is experiencing some technical issues at the moment | It happens now and then with this building, we have some difficulties with the t | What's this building?"
burk,sv,3,Babcia_CanSellSoda.eng.mtf;Bob_CanSellSoda.eng.mtf;Bower_CanSellSoda.eng.mtf,"Nej jag undrar bara om DU är intresserad av att köpa en burk svalkande läsk? | Jag undrar om du är intresserad av att köpa en burk läsk av mig | Men du, du kanske är intresserad av att köpa en burk läsk?"
bästa,sv,3,Babcia_CanSellSoda.eng.mtf;CasinoGuard1_Arrival.eng.mtf,Det är alltid den bästa medicinen mot dåligt humör | Men mitt bästa tips till dig är att du skaffar dig lite mer stil och klass | Dessutom den bästa och största baren i hela Dorisburg
catch,en,3,Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;Bob_TryFindLodge.eng.mtf,"Perhaps you can catch up with him, if you're quick about it | Sorry, did I catch your name...? | Dang it, catch you later"
coffee,en,3,Bob_WellspringContact.eng.mtf;Bower_Arrival.eng.mtf,Thought I'd go get a coffee at Café Ponty | Having coffee and stuff... | The coffee is good
coolt,sv,3,Bob_Arrival.eng.mtf;CasinoGuard1_Arrival.eng.mtf;Chuck_Arrival.eng.mtf,"Wow, coolt! | Ok, coolt | OK, coolt"
Cya,sv,3,Chuck_Arrival.eng.mtf,Cya around | Cya around | Cya around
dagar,sv,3,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Ett par dagar i Dorisburg och du låter redan som Yulian | Ja, tog flera dagar | Ja, jag kom hit för några dagar sedan"
days,en,3,Babcia_AfterStalking.eng.mtf;Bob_Arrival.eng.mtf;DancingBeauty.eng.mtf,"A couple of days in Dorisburg and you already sound like Yulian | Yeah, took several days | I arrived a few days ago"
deal,en,3,Babcia_CanSellSoda.eng.mtf;Babcia_DoorFixed.eng.mtf;Bouncer_AfterStalking.eng.mtf,"What's the deal with you and Hank, really? | I'll call a locksmith to come deal with that | That's not a good deal for you, is it?"
definitely,en,3,Babcia_AfterStalking.eng.mtf;Bouncer_AfterStalking.eng.mtf,"Ministry control definitely has downsides | Eh... no, definitely not | But I definitely don't work for them!"
Devotchka,en,3,Babcia_Arrival.eng.mtf;Babcia_Ghosts.eng.mtf,Good evening. Is this the Hotel Devotchka | Hotel Devotchka Devotchka | Hotel Devotchka Devotchka
Did,en,3,Babcia_CanSellSoda.eng.mtf;Babcia_FirstDay.eng.mtf;Bob_CanSellSoda.eng.mtf,Did you have something important in mind or are you just looking to bother a har | Did you find the man? | Did you like it?
drink,sv,3,CasinoBartender_Arrival.eng.mtf,Margherita... vilket vackert namn på en drink | Jag är nog inte så sugen på en drink | Det här är ingen drink...
earlier,en,3,Babcia_FirstDay.eng.mtf;Bob_CanSellSoda.eng.mtf;Bob_TryFindLodge.eng.mtf,"You mentioned a man, earlier? | Didn't we speak earlier? | I was there earlier but didn't see her"
end,en,3,Babcia_AfterStalking.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_Ghosts.eng.mtf,"At the end of the hallway outside your room | I don't really understand how, but I end up in the bathroom somehow | How did I end up here?"
fall,sv,3,Babcia_DoorProblems.eng.mtf;Bob_TryFindLodge.eng.mtf,"OK... i så fall måste jag nog klaga lite | Jag tror det i alla fall | Ja... jag ska väl dra vidare, tack för hjälpen i alla fall"
fan,sv,3,Babcia_DoorFixed.eng.mtf;DancingBeauty.eng.mtf;Dorian_CakeParty.eng.mtf,"Hmph, fan då | Jo fan, det förstår jag | Nu får du fan lugna ner dig Dorian"
fantastic,en,3,Babcia_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf,"No, it's a fantastic all-natural beverage | Then you know how fantastic it is | Have a fantastic evening!"
few,en,3,Bernd_FirstDay.eng.mtf;DancingBeauty.eng.mtf;Dorian_YouAreMemberNow.eng.mtf,I'm on extended leave from work to focus on my photography for a few months | I arrived a few days ago | Than a person with a few flaws
Finns,sv,3,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Babcia_CanSellSoda.eng.mtf,Finns det inget sätt att stoppa dem? | Finns det några bra barer som du känner till? | Mm... ok. Finns det någon skoaffär här i stan eller?
fixed,en,3,Babcia_DoorFixed.eng.mtf;Babcia_DoorProblems.eng.mtf;Babcia_GotIntoRoom.eng.mtf,Hank should have fixed the door by now Hank | Has anyone fixed the door yet? | Seems like the door is fixed now!
follow,en,3,Babcia_AfterStalking.eng.mtf;Babcia_Arrival.eng.mtf;Dorian_Arrival.eng.mtf,I think it'd be best if you follow my lead in that | Then just follow the signs up to the first floor | I'm not sure I follow
frågade,sv,3,Babcia_FirstDay.eng.mtf;Dorian_CakeParty.eng.mtf,"Nej, jag frågade inte | Det var så han frågade | Det var så hon frågade"
förresten,sv,3,Bob_ClubDotGig1.eng.mtf;Bouncer_AfterStalking.eng.mtf;DancingBeauty.eng.mtf,Vill du ha en öl förresten? | En annan sak förresten... | Du dansar bra förresten
försöka,sv,3,Babcia_FirstDay.eng.mtf;Bernd_FirstDay.eng.mtf;CasinoGuard1_Arrival.eng.mtf,Du kan alltid försöka läsa vägskyltarna | Ska försöka... | Men då kanske du ska försöka vinna lite mer
försöker,sv,3,Babcia_FirstDay.eng.mtf;Bob_Arrival.eng.mtf;Bob_CanSellSoda.eng.mtf,"OK, jag försöker med det... | Ursäkta men jag försöker softa lite här, kan vi snacka senare? | Jag driver mest runt, försöker att sälja de här dumma läskburkarna"
Germany,en,3,Bernd_FirstDay.eng.mtf,I'm from Germany | I actually work at a bank home in Germany | It's a big festival in Germany where you drink a lot of beer
gjort,sv,3,Babcia_Arrival.eng.mtf;Bower_GamblingTonight.eng.mtf;BustedAtLongsons.eng.mtf,"Folk ränner väl på krogen, det har de alltid gjort | Ja, här har de gjort ett bra jobb | Jag har inte gjort något"
glömt,sv,3,Babcia_FirstDay.eng.mtf;Bouncer_YouAreMemberNow.eng.mtf;Chuck_Arrival.eng.mtf,"Ja, har du glömt det? | Eller att man glömt bort en viktig sak man skulle göra | Oj, verkar ha glömt det"
Got,en,3,Babcia_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf;Dorian_AfterStalking.eng.mtf,Got too expensive | Got work tomorrow | Got myself into a real big mess
guests,en,3,Babcia_AfterGhostVisit.eng.mtf;Babcia_FirstDay.eng.mtf,"No, our guests are free to come and go at any time | We do not disclose the names of our guests | Yes, we can't have guests sleeping on the floor"
gött,sv,3,Babcia_AfterStalking.eng.mtf;Bob_ClubDotGig1.eng.mtf;Bob_WellspringContact.eng.mtf,"Ska gå upp och lägga mig nu, ha det gött! | Fan va gött! | Trevligt, ha det gött!"
Gött,sv,3,Bob_Arrival.eng.mtf;Bob_TryFindLodge.eng.mtf;Bouncer_Arrival.eng.mtf,Gött | Gött | Gött! Du borde dra dit ikväll
Hah,en,3,Bower_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf,"Hah, no I'm good thanks. | Hah, I can tell that you work for them | Hah, you're pretty inquisitive!"
Haha,en,3,Bob_TryFindLodge.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Haha, your cheeks are turning red | Haha, are you kidding me? | Haha"
Hahaha,en,3,DancingBeauty.eng.mtf,"Wow, that's creepy! Hahaha | Hahaha | Show me your moves! Hahaha"
Hallo,sv,3,Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,Hallo Sebastian! | Hallo! | Hallo igen!
Hallo,en,3,Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,Hallo Sebastian! | Hallo! | Hallo again!
hamnen,sv,3,Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,Gå till hamnen... de svettas väl de som jobbar där? | Jag har sett en riktigt häftig fågel nere i hamnen | Har du varit ute i hamnen?
happens,en,3,Babcia_DoorProblems.eng.mtf,"It happens, the building is experiencing some technical issues at the moment | Ah yes... that happens sometimes | It happens now and then with this building, we have some difficulties with the t"
harbor,en,3,Babcia_CanSellSoda.eng.mtf;Bernd_CanSellSoda.eng.mtf;Bernd_FirstDay.eng.mtf,"Go to the harbor... the workers get all hot and sweaty, don't they? | I've saw this really cool bird down at the harbor | Have you been to the harbor?"
hard,en,3,Babcia_CanSellSoda.eng.mtf;DancingBeauty.eng.mtf;Dorian_Arrival.eng.mtf,"Life's hard | It's damn hard making a living painting, before you make it big | You have to put in some hard work"
head,en,3,Bob_TryFindLodge.eng.mtf;CasinoGuard1_Arrival.eng.mtf;DancingBeauty.eng.mtf,"Can't get her out of my head | Just head on up to the second floor | I gotta head home, but it was really nice meeting you"
headed,en,3,Babcia_FirstDay.eng.mtf;Bob_WellspringContact.eng.mtf,"Where did you say he was headed? | I think he was headed for the café | I'm headed there now, you can tag along"
